機構名稱,縣市,行政區,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名
逸居股份有限公司附設臺北市私立幸福時光居家長照機構,臺北市,大安區,臺北市大安區錦安里永康街75巷1號1樓,居家服務,02-77058110#118,blessedsheeptime@gmail.com,李淑貞
力麗長青長照社團法人附設台北市私立長青居家長照機構,臺北市,萬華區,臺北市萬華區雙園里臺北市萬華區環河南路二段278之1號1樓,居家服務,02-2308-2996,nw7193@leagreen.com.tw,郭濟安
中華民國紅十字會附設私立博愛居家長照機構,臺北市,萬華區,臺北市萬華區菜園里康定路62號11樓,居家服務,23310500,lily1015@redcross.org.tw,王清峰
有限責任臺北市全國照服員勞動合作社附設臺北市私立全方位居家長照機構,臺北市,萬華區,臺北市萬華區青年路106巷9號,居家服務,23033909,a88119480@gmail.com,李宗玟
臺北市私立寬安居家長照機構,臺北市,萬華區,臺北市萬華區雙園里莒光路328號6樓,居家服務,02-2308-1977,ka6.web@gmail.com,林菡雅
寶珠職能治療所,臺北市,大安區,臺北市大安區通化街140巷17號2樓,專業照護服務,02-27329012,Baozhu5880@gmail.com,柯維喬
育和有限公司附設臺北市私立育和居家長照機構,臺北市,大同區,臺北市大同區寧夏路23-1號2樓202室,居家服務,0918-026-709,yuhe829@gmail.com,陳彥凱
鴻源長期照顧股份有限公司附設臺北市私立旭樂居家長照機構,臺北市,士林區,臺北市士林區承德里承德路四段80巷2號3樓,居家服務,28858000,P021158@alumni.cgust.edu.tw,杜彥甫
中化銀髮事業股份有限公司附設臺北市私立中化銀髮居家式服務類長期照顧服務機構,臺北市,士林區,臺北市士林區舊佳里中山北路5段699巷1號1樓,居家服務,02-27970880#208,rainbow@ccpc.com.tw,王謝怡貞
盤古銀髮股份有限公司附設臺北市私立家倍安居家長照機構,臺北市,大同區,臺北市大同區民權里民權西路118巷12號1樓,居家服務,25539986,nancy.bear@lapangu.com.tw,林偉正
奇恩健康有限公司附設臺北市私立翔旭居家長照機構,臺北市,大同區,臺北市大同區寧夏路23-1號2樓201室,居家服務,0955-568486,xiangxu1120301@gmail.com,馮兆筠
傳家寶國際青銀教育有限公司私立傳家寶居家長照機構,臺北市,中山區,臺北市中山區中吉里松江路124巷23號5樓,居家服務,02-2557-0968,service@cjb.com.tw,趙文瑜
財團法人一粒麥子社會福利慈善事業基金會附設臺北市私立有福居家長照機構,臺北市,萬華區,臺北市萬華區萬大路237巷13弄5號1樓,居家服務,23320669,w110172@wheat.org.tw,呂信雄
嘉陞健康事業股份有限公司附設臺北市私立嘉陞居家長照機構,臺北市,大同區,臺北市大同區民權西路136號15樓之3,居家服務,0921-148107,goodcare0001@gmail.com,黃海同
好服有限公司附設臺北市私立顧得豪居家長照機構,臺北市,萬華區,臺北市萬華區新安里萬大路187巷42號1樓,居家服務,928431620,biguncle52@gmail.com,許祥熙
臺北市私立麗康居家長照機構,臺北市,大同區,臺北市大同區大有里安西街43之2號3樓之3,居家服務,02-25532379,lily641130@gmail.com,吳麗鳳
臺北市私立樂陽居家長照機構,臺北市,士林區,臺北市士林區後港里士商路110號1樓,居家服務,0988-423-585,cheerfulsun110@gmail.com,陳威仁
臺北市私立安民居家長照機構,臺北市,士林區,臺北市士林區福德里文林路342號7樓K711室,居家服務,926885625,anmin0625@gmail.com,黃逸民
松德長照事業有限公司附設臺北市私立松德居家長照機構,臺北市,大同區,臺北市大同區永樂里西寧北路112號2樓之4,居家服務,02-25557985,songde2021@gmail.com,黃松共
鴻養銀髮事業股份有限公司附設臺北市私立常耕居家長照機構,臺北市,士林區,臺北市士林區延平北路5段285巷59-1號1樓,居家服務,02-2815-1091,cc.mars@gmail.com,凃雅亭
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立安馨居家式服務類長期照顧服務機構,臺北市,士林區,臺北市士林區富光里延平北路五段83巷28弄11號,居家服務,02-28110515,homeservice@slsc.org.tw,劉群茂
宗展股份有限公司附設臺北市私立辰心居家長照機構,臺北市,大同區,臺北市大同區永樂里西寧北路112號4樓之1,居家服務,02-25580208,8hq008@gmail.com,簡裕宗
臺北市私立跑居家長照機構,臺北市,士林區,臺北市士林區葫東里重慶北路4段250號3樓313室,居家服務,02-28161255,rcago313@gmail.com,吳正昕
社團法人台灣喜樂家族協會附設臺北市私立冠冕居家長照機構,臺北市,士林區,臺北市士林區雙溪街140號1樓,居家服務,02-2832-0533,crown.homelife@gmail.com,林黃寶彩
樂福健康事業有限公司附設臺北市私立樂福居家長照機構,臺北市,大同區,臺北市大同區永樂里西寧北路81號5樓之2,居家服務,225598079,lovefu0514@gmail.com,吳海銘
臺北市立聯合醫院居家式服務類長期照顧服務機構,臺北市,大同區,臺北市大同區玉泉里鄭州路145號,居家服務,28353456-6380,B5646@tpech.gov.tw,蕭勝煌
優福國際股份有限公司附設臺北市私立優福居家長照機構,臺北市,大同區,臺北市大同區延平北路三段4號5樓(521室),居家服務,0976-804-827,ufo90367886@gmail.com,李盛豊
喜樂園長照股份有限公司附設臺北市私立喜樂園居家長照機構,臺北市,松山區,臺北市松山區吉祥里八德路4段123號2樓之4,居家服務,27602270,formosacpa@gmail.com,張經緯
耆康實業有限公司附設臺北市私立小太陽居家長照機構,臺北市,松山區,臺北市松山區自強里三民路35巷9號2樓,居家服務,27420058,tw.softlife@gmail.com,嚴成茂
臺北市私立暖心居家長照機構,臺北市,松山區,臺北市松山區吉祥里光復北路95號3樓311室,居家服務,02-77515315 ,alto902242@gmail.com,方琇慧
財團法人弘道老人福利基金會附設臺北市私立弘道居家式服務類長期照顧服務機構,臺北市,松山區,臺北市松山區民福里復興北路451號,居家服務,02-66131314,yvonne@hondao.org.tw,王乃弘
財團法人天下為公社會福利慈善事業基金會附設新北市私立天下為公居家式服務類長期照顧服務機構,新北市,汐止區,新北市汐止區保安里大同路三段423號1樓,喘息服務,02-86488388,wba@hangan.org,胡世賢
臺北市政府社會局委託財團法人台北市立心慈善基金會經營管理臺北市萬華龍山社區長照機構,臺北市,萬華區,臺北市萬華區青山里梧州街36號3樓之1,日間照顧服務,02-23361881,longshanold@gmail.com,洪金桐
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市奇岩樂活社區長照機構,臺北市,北投區,臺北市北投區三合街1段119號4、5樓,日間照顧服務,28921033,beitou@slsc.org.tw,劉群茂
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心,臺北市,萬華區,臺北市萬華區保德里德昌街125巷11號,日間照顧服務,02-23046716#108,s8910009@ms61.hinet.net,鍾安住
臺北榮民總醫院附設遊詣居社區式長期照顧服務機構,臺北市,北投區,臺北市北投區永欣里石牌路二段322號1樓,日間照顧服務,02-28712121,d2_uage@vghtpe.gov.tw,陳威明
臺北榮民總醫院附設遊詣居社區式長期照顧服務機構,臺北市,北投區,臺北市北投區永欣里石牌路二段322號1樓,日間照顧服務,02-28712121,d2_uage@vghtpe.gov.tw,陳威明
臺北榮民總醫院附設遊詣居社區式長期照顧服務機構,臺北市,北投區,臺北市北投區永欣里石牌路二段322號1樓,日間照顧服務,02-28712121,d2_uage@vghtpe.gov.tw,陳威明
力麗長青長照社團法人附設台北市私立樂活社區長照機構,臺北市,萬華區,臺北市萬華區環河南路2段278號1樓,日間照顧服務,21001688,rita1126@regiant.com.tw,郭濟安
臺北市私立意善園社區長照機構,臺北市,北投區,臺北市北投區行義路124巷3號1樓,日間照顧服務,02-28772666,daycareliving@gmail.com,林玟葉
財團法人台北市私立愛愛院,臺北市,萬華區,臺北市萬華區大理街175巷27號,日間照顧服務,02-23060493,csp1@aiai.org.tw,施武靖
益巨股份有限公司附設臺北市私立崇仁社區長照機構,臺北市,萬華區,臺北市萬華區青年路152巷28號1樓,日間照顧服務,23090193,dc.chongren@rghealth.com.tw,陳威男
圓石實業股份有限公司附設臺北市私立內湖圓石社區長照機構,臺北市,內湖區,臺北市內湖區民權東路6段180巷6號8樓,日間照顧服務,02-2790-2090,contact@roundstone.com.tw,侯克瀛
圓石實業股份有限公司附設臺北市私立大同圓石社區長照機構,臺北市,大同區,臺北市大同區永樂里延平北路2段96號3樓,日間照顧服務,25583800,winniehou.tw@gmail.com,侯克瀛
臺北市政府社會局委託社團法人中華民國士林靈糧堂社會福利協會經營管理臺北市士林社區式服務類長期照顧服務機構,臺北市,士林區,臺北市士林區三玉里忠誠路二段53巷7號6樓,小規模多機能服務,02-28381571,sldaycare@slsc.org.tw,劉群茂
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立西湖社區長照機構,臺北市,內湖區,臺北市內湖區西湖里內湖路一段285號6樓,日間照顧服務,02-26561700,xihudaycare@slsc.org.tw,劉群茂
圓石實業股份有限公司附設臺北市私立大同圓石社區長照機構,臺北市,大同區,臺北市大同區永樂里延平北路2段96號3樓,小規模多機能服務,25583800,winniehou.tw@gmail.com,侯克瀛
社團法人台灣認知功能促進協會附設臺北市私立敬智學苑社區長照機構,臺北市,內湖區,臺北市內湖區石潭里新明路22號2樓,日間照顧服務,2790-0907,Info.tcea@tcea-taiwan.com,甄瑞興
臺北市立聯合醫院附設陽明護理之家,臺北市,士林區,臺北市士林區雨聲街105號7樓,日間照顧服務,02-28353456 分機6862,B1138@tpech.gov.tw,黃淑萍
臺北市政府社會局委託財團法人台北市立心慈善基金會經營管理臺北市大同社區長照機構,臺北市,大同區,臺北市大同區重慶里重慶北路三段347號3樓之1,日間照顧服務,02-25929008,datongold@gmail.com,洪金桐
暉宇有限公司附設臺北市私立星雲祥家社區長照機構,臺北市,內湖區,臺北市內湖區清白里星雲街161巷3號3樓,日間照顧服務,(02)2790-0898,Huiyu20201208@gmail.com,楊雋宇
臺北市私立吃吃社區長照機構,臺北市,內湖區,臺北市內湖區金瑞里台北市內湖區內湖路三段280號1樓,日間照顧服務,926085427,jay3761000@gmail.com,黃節
康寧醫療財團法人附設臺北市私立康寧社區長照機構,臺北市,內湖區,臺北市內湖區成功路五段420巷28號2樓之二,日間照顧服務,(02)2634-5500,kao8563@gmail.com,鄭予菲
四季春健康管理顧問事業股份有限公司附設臺北市私立四季春社區長照機構,臺北市,大同區,臺北市大同區延平北路三段4號3樓、3樓之1,日間照顧服務,25919000,yuki82856762@gmail.com,羅慧文
財團法人伊甸社會福利基金會附設臺北市私立頤福社區式長期照顧服務機構,臺北市,北投區,臺北市北投區裕民六路120號3樓,日間照顧服務,02-28218267#105,dep419@eden.org.tw,羅紀琼
臺北市政府衛生局委託臺北榮民總醫院經營管理稻陣社區長照機構,臺北市,北投區,臺北市北投區稻香路81號5樓,小規模多機能服務,02-28958576,daoxiangfacility@gmail.com,陳威明
欣然銀髮發展服務事業股份有限公司私立欣然社區長照機構,臺北市,大同區,臺北市大同區星明里寧夏路32號4樓,日間照顧服務,2550-3500,xr85099741@gmail.com,吳紹涵
崇仁長照股份有限公司私立元泰社區長照機構,臺北市,士林區,臺北市士林區中山北路5段685號2樓,日間照顧服務,28322779,crczyt@gmail.com,楊學慧
逸滿心有限公司附設臺北市私立逸滿心社區長照機構,臺北市,士林區,臺北市士林區中山北路5段687號3樓之1,日間照顧服務,02-28353535,momosss2014@gmail.com,羅順芳
施達實業有限公司附設臺北市私立施達社區長照機構,臺北市,士林區,臺北市士林區德行東路109巷104號2樓,日間照顧服務,28381313,starstory1313@gmail.com,施婉苓
財團法人中保關懷社會福利基金會附設臺北市私立芝山社區長照機構,臺北市,士林區,臺北市士林區德行東路285號忠孝樓3樓,日間照顧服務,28330868,peggy120622@gmail.com,洪培修
臺北市私立雲朵社區長照機構,臺北市,中正區,臺北市中正區幸福里杭州南路1段63號4樓之1,日間照顧服務,02-23911898,pink121634@gmail.com,方明
社團法人愛福家協會附設私立成功愛活樂園社區長照機構,臺北市,大安區,臺北市大安區群英里復興南路2段171巷26號及28號1樓,日間照顧服務,2700-3696,rd08@ilive.org.tw,涂林德媛
社團法人愛福家協會附設私立愛活樂園社區長照機構,臺北市,中正區,臺北市中正區羅斯福路2段5號2樓,小規模多機能服務,02-23510005,duck621621@gmail.com,涂福增
三軍總醫院社區式長照服務機構,臺北市,中正區,臺北市中正區汀洲路3段40號,日間照顧服務,87923311*15659,tsghday@mail.ndmctsgh.edu.tw,洪乙仁
開南學校財團法人臺北市開南高級中等學校附設臺北市私立開南社區式長照機構,臺北市,中正區,臺北市中正區濟南路1段6號1樓,日間照顧服務,02-23939406,a1649@knvs.tp.edu.tw,胡毓富
臺北市政府社會局委託中華民國紅十字會台灣省分會經營管理臺北市中正社區長照機構,臺北市,中正區,臺北市中正區建國里貴陽街一段60號3樓,日間照顧服務,02-23831958,rct03702883@gmail.com,董光式
玨心為爾股份有限公司附設臺北市私立六十三社區長照機構,臺北市,大安區,臺北市大安區仁慈里信義路4段63號3樓,日間照顧服務,2325-0630,ella0728kao@gmail.com,林桂惠
臺北市立聯合醫院附設仁愛護理之家,臺北市,大安區,臺北市大安區仁愛路四段10號南棟4樓,日間照顧服務,"02-27093600 分機1520, 1521",B0076@tpech.gov.tw,方志嘉
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立新生社區長照機構老人日間照顧中心,臺北市,大安區,臺北市大安區新龍里新生南路三段52之5號,日間照顧服務,02-23661321,xinshengdaycare@slsc.org.tw,劉群茂
臺北市政府社會局委託社團法人台灣德安社會福利協會經營管理臺北市大安社區長照機構,臺北市,大安區,臺北市大安區德安里四維路76巷12號,小規模多機能服務,02-27086255,daanolder@gmail.com,陳敏雄
達特窩可事業有限公司附設新北市私立賴夫居家長照機構,新北市,新莊區,新北市新莊區思源里自立街250號2樓,喘息服務,26748522,drwalk4u@gmail.com,賴維澤
達特窩可事業有限公司附設新北市私立賴夫居家長照機構,新北市,新莊區,新北市新莊區思源里自立街250號2樓,專業照護服務,26748522,drwalk4u@gmail.com,賴維澤
達特窩可居家物理治療所,新北市,三峽區,新北市三峽區介壽路一段276巷108弄1號,專業照護服務,02-26748522,drwalk4u@gmail.com,賴維澤
霖口居家語言治療所,新北市,林口區,新北市林口區仁愛路2段62巷26號3樓,專業照護服務,02-86013646,lkst26@gmail.com,張曉卿
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理南港社區式長照機構,臺北市,南港區,臺北市南港區重陽里重陽路187巷5號,日間照顧服務,02-26535311,nkelder@gmail.com,黃禎祥
臺北市政府社會局委託財團法人利河伯社會福利基金會經營管理臺北市文山老人養護中心,臺北市,文山區,臺北市文山區興豐里興隆路二段95巷8號,日間照顧服務,,rwf_ws@yahoo.com,王明昌
臺北市政府社會局委託佳醫長照社團法人經營管理臺北市兆如老人安養護中心,臺北市,文山區,臺北市文山區政大二街129號,日間照顧服務,222258688,wenliyun12@gmail.com,蘇秀鑾
衛生福利部基隆醫院附設南港綜合長照機構,臺北市,南港區,臺北市南港區南港路二段78號3-5樓,日間照顧服務,02-24292525,ngltc@kln.mohw.gov.tw,林三齊
臺北市政府社會局委託中華民國紅心字會經營管理臺北市興隆社區長照機構,臺北市,文山區,臺北市文山區明義里興隆路四段105巷47號,日間照顧服務,02-29367119,ankangtw@gmail.com,劉緒倫
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市松山社區式長期照顧服務機構,臺北市,松山區,臺北市松山區鵬程里健康路317號2樓,日間照顧服務,02-27685636,sselder105@gmail.com,黃禎祥
碧華居家職能治療所,新北市,三重區,新北市三重區富華街98號,專業照護服務,0905-395-539,bihuaotclinic@gmail.com,廖皇閔
安安物理治療所,臺北市,士林區,臺北市士林區重慶北路四段136號1樓,專業照護服務,02-29161003,annysknt@gmail.com,簡淑霞
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,臺北市,松山區,臺北市松山區南京東路三段285號3樓,日間照顧服務,77056178,khdaycare.service@gmail.com,林恩
康年銀髮樂活股份有限公司附設臺北市私立康年復興社區長照機構,臺北市,松山區,臺北市松山區復興北路309號4樓,日間照顧服務,25466881,ss309fs@gmail.com,蔡淑芬
愛馨居服有限公司附設臺北市私立松山悅馨社區長照機構,臺北市,松山區,臺北市松山區南京東路5段230號2樓之4、2樓之5及2樓之6,日間照顧服務,87862031,yueshindaycare@gmail.com,傅翰強
臺北市政府社會局委託中華民國紅心字會經營管理臺北市廣慈社區長照機構,臺北市,信義區,臺北市信義區大道路116號4樓之3,日間照顧服務,8787-0300,xinyitw@yahoo.com.tw,劉緒倫
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市中山社區式長期照顧服務機構,臺北市,中山區,臺北市中山區新生北路二段101巷2號,日間照顧服務,02-25420006,elder0006@gmail.com,黃禎祥
臺北市私立安歆松江社區長照機構,臺北市,中山區,臺北市中山區中央里松江路50號3樓,日間照顧服務,02-25371116,yaru42@gmail.com,張維庭
凱風長照股份有限公司附設臺北市私立凱風民權社區長照機構,臺北市,中山區,臺北市中山區民權東路三段21號2樓之1及之2,日間照顧服務,02-2508-0810,dc001@kfcare.com.tw,郭家展
凱風長照股份有限公司附設臺北市私立凱風大直社區長照機構,臺北市,中山區,臺北市中山區樂群三路56號5樓之2,日間照顧服務,02-8501-1716,dc002@kfcare.com.tw,郭家展
中化銀髮事業股份有限公司附設臺北市私立暖時光社區長照機構,臺北市,中山區,臺北市中山區長安東路二段131-1號1-3樓及131-2號2-3樓,日間照顧服務,978511719,kate.chang@ccpc.com.tw,王謝怡貞
雲朵實業股份有限公司附設臺北市私立太陽社區長照機構,臺北市,中山區,臺北市中山區中山北路三段53-4號5樓,日間照顧服務,2599-1135,cloudceo2023@gmail.com,方明
凱風長照股份有限公司附設臺北市私立凱風新生北綜合長照機構,臺北市,中山區,臺北市中山區晴光里新生北路三段56巷17號1樓,日間照顧服務,2599-6681,service@kfcare.com.tw,郭家展
新北市私立保安老人長期照顧中心(養護型),新北市,樹林區,新北市樹林區保安街二段64號4樓、64號5樓、64號6樓,喘息服務,26863810,nbaoan66@gmail.com,唐台勇
柏愛健康產業有限公司附設新北市私立柏愛居家長照機構,新北市,坪林區,新北市坪林區北宜路八段176號3樓,居家服務,8925-9456,boailongtermcare@gmail.com,湯杏嬌
柏愛健康產業有限公司附設新北市私立柏愛居家長照機構,新北市,坪林區,新北市坪林區北宜路八段176號3樓,喘息服務,8925-9456,boailongtermcare@gmail.com,湯杏嬌
愛迪樂居家職能治療所,臺北市,南港區,臺北市南港區福德街373巷5號15樓,專業照護服務,,adlers0615@gmail.com,鍾孟修
月上營養照護諮詢機構,新北市,林口區,新北市林口區文化三路2段32號3樓之8,專業照護服務,02-26032323,YesUp.health@gmail.com,黃美子
碩穎健康股份有限公司附設臺北市私立碩穎居家長照機構,臺北市,信義區,臺北市信義區富陽街29號1樓,居家服務,27372704,shuoinhomecare@gmail.com,李昱慧
靜安健康股份有限公司附設臺北市私立靜安健康居家長照機構,臺北市,松山區,臺北市松山區中華里南京東路4段1號8樓820室,居家服務,225700258,serenecare0609@gmail.com,孫維欣
熊樂心有限公司附設新北市私立熊樂心居家長照機構,新北市,蘆洲區,新北市蘆洲區中山一路161號3樓R03室,居家服務,958135505,Blshome1999@gmail.com,陳欣怡
熊樂心有限公司附設新北市私立熊樂心居家長照機構,新北市,蘆洲區,新北市蘆洲區中山一路161號3樓R03室,喘息服務,958135505,Blshome1999@gmail.com,陳欣怡
逸滿心有限公司附設臺北市私立逸滿心社區長照機構,臺北市,士林區,臺北市士林區中山北路5段687號3樓之1,喘息服務,02-28353535,momosss2014@gmail.com,羅順芳
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市松山社區式長期照顧服務機構,臺北市,松山區,臺北市松山區鵬程里健康路317號2樓,營養餐飲服務,02-27685636,sselder105@gmail.com,黃禎祥
拾光健康事業有限公司附設新北市私立拾光居家長照機構,新北市,新莊區,新北市新莊區中華路二段7號6樓(YS402),居家服務,29908931,01011007love@gmail.com,呂雅婷
拾光健康事業有限公司附設新北市私立拾光居家長照機構,新北市,新莊區,新北市新莊區中華路二段7號6樓(YS402),喘息服務,29908931,01011007love@gmail.com,呂雅婷
浩盛國際人力顧問股份有限公司附設新北市私立浩盛居家長照機構,新北市,新莊區,新北市新莊區新北大道四段171號2樓YS201室,居家服務,903516204,haosheng11211@gmail.com,阮寶燕
浩盛國際人力顧問股份有限公司附設新北市私立浩盛居家長照機構,新北市,新莊區,新北市新莊區新北大道四段171號2樓YS201室,喘息服務,903516204,haosheng11211@gmail.com,阮寶燕
慧民居家護理所,新北市,三峽區,新北市三峽區龍埔里三樹路7巷3號1樓,專業照護服務,02-86720770,a0939336221@gmail.com,陳慧玲
立詒長照有限公司附設新北市私立宥典居家長照機構,新北市,板橋區,新北市板橋區裕民街151號2樓,居家服務,02-22781719,liyi.longcare@gmail.com,蔣曉文
立詒長照有限公司附設新北市私立宥典居家長照機構,新北市,板橋區,新北市板橋區裕民街151號2樓,喘息服務,02-22781719,liyi.longcare@gmail.com,蔣曉文
擁心健康事業有限公司附設新北市私立瓏寶居家式長照機構,新北市,淡水區,新北市淡水區民權路111號3樓B03室,居家服務,975506075,yungshin2001@gmail.com,張美婷
擁心健康事業有限公司附設新北市私立瓏寶居家式長照機構,新北市,淡水區,新北市淡水區民權路111號3樓B03室,喘息服務,975506075,yungshin2001@gmail.com,張美婷
碧華居家職能治療所,新北市,三重區,新北市三重區富華街98號,專業照護服務(CC01),0905-395-539,bihuaotclinic@gmail.com,廖皇閔
碧華居家職能治療所,新北市,三重區,新北市三重區富華街98號,專業照護服務(CC01),0905-395-539,bihuaotclinic@gmail.com,廖皇閔
沐松有限公司附設新北市私立沐松居家長照機構,新北市,板橋區,新北市板橋區三民路二段33號14樓(B5室),居家服務,961199163,maison199163@gmail.com,莊婷茹
沐松有限公司附設新北市私立沐松居家長照機構,新北市,板橋區,新北市板橋區三民路二段33號14樓(B5室),喘息服務,961199163,maison199163@gmail.com,莊婷茹
社團法人新北市照顧服務協會附設新北市私立金禾心居家長照機構,新北市,板橋區,新北市板橋區雙十路二段10-2號6樓(C室),居家服務,02-22261858,Jinansin168@gmail.com,王坤昊
社團法人新北市照顧服務協會附設新北市私立金禾心居家長照機構,新北市,板橋區,新北市板橋區雙十路二段10-2號6樓(C室),喘息服務,02-22261858,Jinansin168@gmail.com,王坤昊
新印象居家職能治療所,新北市,新店區,新北市新店區安德街85號2樓(B室),專業照護服務,910984434,newhomeot@gmail.com,李昊
愛斯特居服有限公司附設臺北市私立愛斯特居家長照機構,臺北市,大同區,臺北市大同區建明里市民大道一段211號11樓之27,喘息服務,0922-225499,esther.careforyou@gmail.com,薛弼仁
新北市私立御安居家長照機構,新北市,板橋區,新北市板橋區雙十路二段10-1號7樓,居家服務,02-82581066,yuan1966.1121128@gmail.com,張美慧
新北市私立御安居家長照機構,新北市,板橋區,新北市板橋區雙十路二段10-1號7樓,喘息服務,02-82581066,yuan1966.1121128@gmail.com,張美慧
澄和有限公司附設新北市私立宜和居家長照機構,新北市,板橋區,新北市板橋區漢生東路21號9樓,居家服務,932281127,yiho2310@gmail.com,吳聲朋
澄和有限公司附設新北市私立宜和居家長照機構,新北市,板橋區,新北市板橋區漢生東路21號9樓,喘息服務,932281127,yiho2310@gmail.com,吳聲朋
社團法人新北市復康愛關懷協會,新北市,三峽區,新北市三峽區介壽路一段276巷108弄12號5樓,交通接送服務,02-86743999,bd168372@gmail.com,陳歆
財團法人中華民國佛教慈濟慈善事業基金會臺北市私立慈濟居家長照機構,臺北市,萬華區,臺北市萬華區莒光路222號5樓,喘息服務,02-23023479,Ltc000517@tzuchi.org.tw,釋證嚴
小驢駒小客車租賃有限公司(屏東縣),新北市,新莊區,新北市新莊區復興路2段196巷2弄9之3號,交通接送服務,0910-918631,ss46005176@gmail.com,葉書含
寶安健康有限公司附設臺北市私立鑫安居家長照機構,臺北市,文山區,臺北市文山區興隆路三段206巷10弄1號,居家服務,02-2230-3056,baoan206101@gmail.com,廖麗如
寶安健康有限公司附設臺北市私立鑫安居家長照機構,臺北市,文山區,臺北市文山區興隆路三段206巷10弄1號,喘息服務,02-2230-3056,baoan206101@gmail.com,廖麗如
中華民國紅十字會附設私立博愛居家長照機構,臺北市,萬華區,臺北市萬華區菜園里康定路62號11樓,居家服務,23310500,lily1015@redcross.org.tw,王清峰
中華民國紅十字會附設私立博愛居家長照機構,臺北市,萬華區,臺北市萬華區菜園里康定路62號11樓,喘息服務,23310500,lily1015@redcross.org.tw,王清峰
元荷國際貿易有限公司附設新北市私立元荷居家長照機構,新北市,板橋區,新北市板橋區中山路一段293-1號7樓之1(701室),居家服務,02-22427675,glotus678@gmail.com,陳乙菲
元荷國際貿易有限公司附設新北市私立元荷居家長照機構,新北市,板橋區,新北市板橋區中山路一段293-1號7樓之1(701室),喘息服務,02-22427675,glotus678@gmail.com,陳乙菲
凱風長照股份有限公司附設臺北市私立凱風新生北綜合長照機構,臺北市,中山區,臺北市中山區晴光里新生北路三段56巷17號1樓,居家服務,2599-6681,service@kfcare.com.tw,郭家展
財團法人高雄市私立聖和社會福利慈善事業基金會附設臺北市私立小彎社區長照機構,臺北市,南港區,臺北市南港區向陽路248號1樓,喘息服務,02-27836609,yi89313@yahoo.com.tw,林文雄
臺北市私立樂齡居家長照機構,臺北市,大同區,臺北市大同區重慶北路一段30號3樓(322室),喘息服務,0920-851-115,mag35733@gmail.com,陳秉睿
醫時代股份有限公司附設臺北市私立醫時代民生社區長照機構,臺北市,松山區,臺北市松山區三民路113巷10號及12號,日間照顧服務,2768-2066,eastyle.daycare.ms@gmail.com,廖繼鼎
金品頤園股份有限公司附設臺北市私立永吉社區長照機構,臺北市,信義區,臺北市信義區永吉路185號2樓及臺北市信義區松信路87號2樓,日間照顧服務,2756-8880,yongji2023@gmail.com,林秋儀
愛護家健康事業股份有限公司附設臺北市私立愛護家居家長照機構,臺北市,中山區,臺北市中山區晴光里中山北路3段31號7樓之1,喘息服務,02-2599-5665,vera@inursingplus.com,張淑貞
新北市私立宏國老人長期照顧中心(養護型),新北市,板橋區,新北市板橋區四川路2段16巷10號7樓,喘息服務,(02)89667037,ww89665034@yahoo.com.tw,吳元耀
新北市私立松園老人長期照顧中心(養護型),新北市,板橋區,新北市板橋區四川路2段16巷8號7樓,喘息服務,02-89665034,hguo3303@gmail.com,吳昆松
臺北市私立大園老人長期照顧中心(養護型),臺北市,中正區,臺北市中正區三愛里001鄰新生南路1段124之3號1~4樓,喘息服務,02-33931662,biggardenbiggarden@yahoo.com.tw,黃慶玉
臺北市私立仁泰老人長期照顧中心(養護型),臺北市,中正區,臺北市中正區三愛里001鄰連雲街3號1、3樓、3之4號及三愛里001鄰新生南路1段124之3號5樓,喘息服務,02-33931662,biggardenbiggarden@yahoo.com.tw,林郁翔
益巨股份有限公司附設新北市私立安康綜合長照機構,新北市,新店區,新北市新店區德安里安德街156號3樓,居家服務,02-2211-2130,dc.ankang@rghealth.com.tw,陳威男
眾心企業股份有限公司附設新北市私立樂安居家長照機構,新北市,中和區,新北市中和區廣福路12-3號1樓,居家服務,972533691,Raincy.chang@hotmail.com,白三奇
眾心企業股份有限公司附設新北市私立樂安居家長照機構,新北市,中和區,新北市中和區廣福路12-3號1樓,喘息服務,972533691,Raincy.chang@hotmail.com,白三奇
靜安健康股份有限公司附設臺北市私立靜安健康居家長照機構,臺北市,松山區,臺北市松山區中華里南京東路4段1號8樓820室,喘息服務,225700258,serenecare0609@gmail.com,孫維欣
新北市私立十方倉居家長照機構,新北市,中和區,新北市中和區景安路167巷30號1樓,居家服務,0938-785-200,qq1234567890.tw@yahoo.com.tw,高偉淇
新北市私立十方倉居家長照機構,新北市,中和區,新北市中和區景安路167巷30號1樓,喘息服務,0938-785-200,qq1234567890.tw@yahoo.com.tw,高偉淇
賀芯居家有限公司附設新北市私立賀芯居家長照機構,新北市,五股區,新北市五股區新城六路251號1樓(含夾層),居家服務,986360980,hoxin202309@gmail.com,許恬琪
